Order_ID,Order_Date,Product_Name,Category,Region,Sales_Channel,Units_Sold,Unit_Price,Revenue,Customer_ID
ORD-101950,2026-01-19,Leather Journal,Books & Stationery,South,Wholesale,33,20.44,674.52,CUST-1115
ORD-101951,2024-07-05,Running Shoes,Fashion,West,Online,2,99.73,199.46,CUST-1180
ORD-101952,2024-05-28,Designer Jeans,Fashion,West,Online,1,92.64,92.64,CUST-1145
ORD-101953,2025-08-18,Wireless Headphones,Electronics,South,Online,3,134.29,402.87,CUST-1076
ORD-101954,2025-08-02,Leather Journal,Books & Stationery,West,Online,2,20.4,40.8,CUST-1367
ORD-101955,2025-05-06,Robotic Vacuum,Home & Kitchen,West,In-Store,4,285.09,1140.36,CUST-1077
ORD-101956,2024-08-27,Camping Tent,Sports & Outdoors,South,Online,1,176.97,176.97,CUST-1393
ORD-101957,2025-11-13,Makeup Kit,Beauty & Personal Care,North,Online,2,55.71,111.42,CUST-1016
ORD-101958,2024-05-29,Self-Help Best Seller,Books & Stationery,North,Online,1,15.5,15.5,CUST-1111
ORD-101959,2026-03-13,Fitness Tracker,Sports & Outdoors,South,Online,1,71.87,71.87,CUST-1236
ORD-101960,2025-02-09,Smartwatch,Electronics,West,In-Store,1,221.67,221.67,CUST-1335
ORD-101961,2025-08-28,Desk Organizer,Books & Stationery,West,In-Store,2,33.86,67.72,CUST-1074
ORD-101962,2026-03-16,Blender,Home & Kitchen,South,Online,4,55.77,223.08,CUST-1210
ORD-101963,2024-06-27,Smartphone,Electronics,North,Wholesale,48,622.2,29865.6,CUST-1233
ORD-101964,2024-11-14,Water Bottle,Sports & Outdoors,North,Wholesale,16,18.8,300.8,CUST-1320
ORD-101965,2024-02-12,Perfume,Beauty & Personal Care,West,Online,2,63.79,127.58,CUST-1242
ORD-101966,2025-06-10,Skincare Gift Set,Beauty & Personal Care,West,Online,5,51.72,258.6,CUST-1003
ORD-101967,2025-01-11,Self-Help Best Seller,Books & Stationery,East,In-Store,1,19.49,19.49,CUST-1364
ORD-101968,2024-10-02,Air Fryer,Home & Kitchen,West,Wholesale,49,89.14,4367.86,CUST-1298
ORD-101969,2024-12-20,Dumbbells,Sports & Outdoors,North,In-Store,2,40.83,81.66,CUST-1016
ORD-101970,2025-10-24,Winter Coat,Fashion,West,Online,2,162.13,324.26,CUST-1396
ORD-101971,2026-04-04,Running Shoes,Fashion,North,Wholesale,57,77.67,4427.19,CUST-1357
ORD-101972,2024-08-25,Yoga Mat,Sports & Outdoors,West,In-Store,5,37.86,189.3,CUST-1054
ORD-101973,2024-06-11,Wireless Headphones,Electronics,South,In-Store,3,140.34,421.02,CUST-1282
ORD-101974,2024-10-13,Winter Coat,Fashion,East,In-Store,1,176.42,176.42,CUST-1186
ORD-101975,2025-11-09,Fitness Tracker,Sports & Outdoors,West,Online,1,75.53,75.53,CUST-1195
ORD-101976,2026-04-05,Self-Help Best Seller,Books & Stationery,South,Wholesale,39,19.51,760.89,CUST-1375
ORD-101977,2025-12-16,Fitness Tracker,Sports & Outdoors,South,Online,1,73.98,73.98,CUST-1198
ORD-101978,2024-05-18,Sunglasses,Fashion,East,Online,4,71.55,286.2,CUST-1218
ORD-101979,2025-02-19,Designer Jeans,Fashion,North,Online,1,87.71,87.71,CUST-1160
ORD-101980,2024-08-31,Blender,Home & Kitchen,North,Online,4,65.95,263.8,CUST-1294
ORD-101981,2024-01-01,Leather Jacket,Fashion,,Online,5,184.46,922.3,CUST-1136
ORD-101982,2025-09-02,Designer Jeans,Fashion,East,,2,95.59,191.18,CUST-1066
ORD-101983,2024-11-04,Blender,Home & Kitchen,South,Online,2,62.99,125.98,CUST-1268
ORD-101984,2024-03-20,Self-Help Best Seller,Books & Stationery,East,Online,1,22.07,22.07,CUST-1047
ORD-101985,2024-01-18,Ergonomic Chair,Home & Kitchen,West,In-Store,1,186.32,186.32,CUST-1268
ORD-101986,2025-09-28,Hair Dryer,Beauty & Personal Care,East,Affiliate,4,61.09,244.36,CUST-1175
ORD-101987,2025-10-25,Running Shoes,Fashion,West,Online,1,109.88,109.88,CUST-1005
ORD-101988,2026-04-25,Smartphone,Electronics,South,Wholesale,34,626.65,21306.1,CUST-1054
ORD-101989,2026-01-09,Sunglasses,Fashion,West,Online,1,71.61,71.61,CUST-1334
ORD-101990,2024-01-18,Fountain Pen,Books & Stationery,West,Online,5,31.1,155.5,CUST-1267
ORD-101991,2025-07-23,Air Fryer,Home & Kitchen,West,In-Store,4,113.69,454.76,CUST-1046
ORD-101992,2025-05-19,Robotic Vacuum,Home & Kitchen,West,Wholesale,46,229.7,10566.2,CUST-1106
ORD-101993,2025-09-23,Self-Help Best Seller,Books & Stationery,South,In-Store,2,21.59,43.18,CUST-1036
ORD-101994,2024-07-19,Cookware Set,Home & Kitchen,West,In-Store,4,125.96,503.84,CUST-1200
ORD-101995,2026-03-18,Robotic Vacuum,Home & Kitchen,East,Online,3,291.67,875.01,CUST-1108
ORD-101996,2024-10-17,Makeup Kit,Beauty & Personal Care,West,In-Store,1,61.46,61.46,CUST-1061
ORD-101997,2025-04-09,Camping Tent,Sports & Outdoors,East,Online,2,145.72,291.44,CUST-1027
ORD-101998,2024-08-25,Yoga Mat,Sports & Outdoors,East,Online,1,34.15,34.15,CUST-1111
ORD-101999,2026-05-22,Essential Oil Diffuser,Beauty & Personal Care,North,Online,1,26.96,26.96,CUST-1361
ORD-102000,2024-06-22,Makeup Kit,Beauty & Personal Care,East,Online,1,60.13,60.13,CUST-1231
ORD-102001,2025-09-15,Hiking Backpack,Sports & Outdoors,North,Online,3,88.84,266.52,CUST-1030
ORD-102002,2026-01-16,Smartphone,Electronics,North,Online,3,732.25,2196.75,CUST-1169
ORD-102003,2025-04-18,Ergonomic Chair,Home & Kitchen,North,Online,2,187.18,374.36,CUST-1150
ORD-102004,2026-03-25,Makeup Kit,Beauty & Personal Care,North,In-Store,1,49.89,49.89,CUST-1318
ORD-102005,2024-11-23,Sci-Fi Novel,Books & Stationery,West,Online,1,18.95,18.95,CUST-1046
ORD-102006,2026-05-18,Leather Journal,Books & Stationery,West,Online,4,26.7,106.8,CUST-1057
ORD-102007,2026-02-09,Leather Jacket,Fashion,East,Online,4,198.66,794.64,CUST-1223
ORD-102008,2026-05-28,Cookware Set,Home & Kitchen,North,In-Store,1,136.2,136.2,CUST-1036
ORD-102009,2025-07-05,Dumbbells,Sports & Outdoors,East,In-Store,1,40.47,40.47,CUST-1157
ORD-102010,2025-04-28,Casual T-Shirt,Fashion,East,Online,2,20.49,40.98,CUST-1192
ORD-102011,2024-11-13,Air Fryer,Home & Kitchen,North,Wholesale,52,92.57,4813.64,CUST-1040
ORD-102012,2025-03-21,Sunglasses,Fashion,North,Online,4,55.09,220.36,CUST-1115
ORD-102013,2024-09-08,Robotic Vacuum,Home & Kitchen,North,Online,2,260.42,520.84,CUST-1066
ORD-102014,2025-06-08,Blender,Home & Kitchen,North,Affiliate,1,64.36,64.36,CUST-1190
ORD-102015,2024-07-23,Laptop,Electronics,West,Wholesale,55,784.49,43146.95,CUST-1302
ORD-102016,2024-05-14,Self-Help Best Seller,Books & Stationery,North,In-Store,3,17.82,53.46,CUST-1135
ORD-102017,2026-03-02,Laptop,Electronics,East,Affiliate,2,976.07,1952.14,CUST-1043
ORD-102018,2025-05-24,Leather Journal,Books & Stationery,West,Online,2,24.57,49.14,CUST-1360
ORD-102019,2024-11-15,Leather Jacket,Fashion,East,Online,2,199.24,398.48,CUST-1365
ORD-102020,2025-03-27,Makeup Kit,Beauty & Personal Care,East,Affiliate,2,54.65,109.3,CUST-1396
ORD-102021,2025-02-05,Fountain Pen,Books & Stationery,North,In-Store,1,42.8,42.8,CUST-1223
ORD-102022,2024-09-26,Hair Dryer,Beauty & Personal Care,East,Affiliate,3,75.42,226.26,CUST-1091
ORD-102023,2026-02-17,Camping Tent,Sports & Outdoors,North,Online,5,137.0,685.0,CUST-1098
ORD-102024,2024-08-12,Smart TV,Electronics,West,In-Store,1,638.39,638.39,CUST-1157
ORD-102025,2026-04-02,Winter Coat,Fashion,West,In-Store,2,154.28,308.56,CUST-1139
ORD-102026,2024-11-23,Perfume,Beauty & Personal Care,North,Online,4,77.62,310.48,CUST-1316
ORD-102027,2026-02-08,Leather Journal,Books & Stationery,West,In-Store,1,22.76,22.76,CUST-1293
ORD-102028,2026-05-09,Perfume,Beauty & Personal Care,,Online,4,78.07,312.28,CUST-1365
ORD-102029,2025-09-10,Bluetooth Speaker,Electronics,South,Online,4,75.36,301.44,CUST-1373
ORD-102030,2024-01-07,Casual T-Shirt,Fashion,East,Online,5,28.21,141.05,CUST-1200
ORD-102031,2024-05-29,Water Bottle,Sports & Outdoors,West,Online,2,23.35,46.7,CUST-1014
ORD-102032,2026-01-29,Smart TV,Electronics,West,In-Store,1,649.32,649.32,CUST-1367
ORD-102033,2024-03-23,Leather Jacket,Fashion,West,Online,3,193.77,581.31,CUST-1369
ORD-102034,2025-04-08,Sunglasses,Fashion,East,Online,1,62.14,62.14,CUST-1361
ORD-102035,2026-02-07,Winter Coat,Fashion,East,Online,3,176.63,529.89,CUST-1385
ORD-102036,2025-11-21,Desk Organizer,Books & Stationery,East,In-Store,1,31.56,31.56,CUST-1355
ORD-102037,2024-03-11,Self-Help Best Seller,Books & Stationery,East,In-Store,2,19.57,39.14,CUST-1068
ORD-102038,2024-03-05,Desk Organizer,Books & Stationery,South,Wholesale,20,25.25,505.0,CUST-1061
ORD-102039,2025-09-10,Cookware Set,Home & Kitchen,West,Online,4,144.98,579.92,CUST-1031
ORD-102040,2026-02-11,Hair Dryer,Beauty & Personal Care,North,Affiliate,4,61.15,244.6,CUST-1301
ORD-102041,2025-10-26,Running Shoes,Fashion,North,Online,5,117.96,589.8,CUST-1008
ORD-102042,2025-03-25,Sci-Fi Novel,Books & Stationery,East,Online,1,13.36,13.36,CUST-1337
ORD-102043,2024-06-25,Hair Dryer,Beauty & Personal Care,West,Wholesale,33,53.39,1761.87,CUST-1063
ORD-102044,2026-03-18,Smartwatch,Electronics,West,In-Store,2,224.57,449.14,CUST-1325
ORD-102045,2025-10-01,Designer Jeans,Fashion,North,In-Store,4,89.94,359.76,CUST-1181
ORD-102046,2024-08-06,Essential Oil Diffuser,Beauty & Personal Care,North,In-Store,3,28.52,85.56,CUST-1193
ORD-102047,2024-04-19,Skincare Gift Set,Beauty & Personal Care,East,In-Store,5,49.43,247.15,CUST-1027
ORD-102048,2025-05-28,Robotic Vacuum,Home & Kitchen,South,Affiliate,2,292.94,585.88,CUST-1104
ORD-102049,2024-01-24,Designer Jeans,Fashion,North,In-Store,1,98.85,98.85,CUST-1196
ORD-102050,2025-07-24,Fitness Tracker,Sports & Outdoors,East,In-Store,1,70.21,70.21,CUST-1200
ORD-102051,2024-05-14,Designer Jeans,Fashion,East,Affiliate,1,83.77,83.77,CUST-1145
ORD-102052,2024-11-28,Perfume,Beauty & Personal Care,West,Online,2,70.29,140.58,CUST-1342
ORD-102053,2025-10-14,Fitness Tracker,Sports & Outdoors,South,Online,2,58.8,117.6,CUST-1347
ORD-102054,2024-04-30,Skincare Gift Set,Beauty & Personal Care,West,Online,2,47.86,95.72,CUST-1149
ORD-102055,2025-08-07,Laptop,Electronics,East,Online,2,951.9,1903.8,CUST-1074
ORD-102056,2024-12-16,Coffee Maker,Home & Kitchen,West,In-Store,2,86.76,173.52,CUST-1262
ORD-102057,2025-01-02,Smartwatch,Electronics,West,Affiliate,2,244.58,489.16,CUST-1302
ORD-102058,2025-05-13,Casual T-Shirt,Fashion,South,,2,21.95,43.9,CUST-1356
ORD-102059,2025-08-12,Yoga Mat,Sports & Outdoors,South,Online,1,29.26,29.26,CUST-1009
ORD-102060,2025-10-19,Designer Jeans,Fashion,East,In-Store,1,88.28,88.28,CUST-1208
ORD-102061,2024-01-21,Hiking Backpack,Sports & Outdoors,West,In-Store,1,96.5,96.5,CUST-1329
ORD-102062,2025-01-30,Smart TV,Electronics,West,Online,2,614.07,1228.14,CUST-1334
ORD-102063,2026-05-07,Hiking Backpack,Sports & Outdoors,West,In-Store,2,76.1,152.2,CUST-1379
ORD-102064,2024-12-17,Camping Tent,Sports & Outdoors,North,Online,2,153.76,307.52,CUST-1315
ORD-102065,2024-02-29,Yoga Mat,Sports & Outdoors,West,Online,1,28.07,28.07,CUST-1195
ORD-102066,2024-06-06,Desk Organizer,Books & Stationery,East,In-Store,2,34.42,68.84,CUST-1142
ORD-102067,2025-08-31,Water Bottle,Sports & Outdoors,West,In-Store,4,20.08,80.32,CUST-1292
ORD-102068,2025-01-25,Desk Organizer,Books & Stationery,South,Online,1,27.65,27.65,CUST-1074
ORD-102069,2025-10-30,Self-Help Best Seller,Books & Stationery,East,Affiliate,3,22.4,67.2,CUST-1276
ORD-102070,2026-03-31,Fitness Tracker,Sports & Outdoors,East,Affiliate,5,64.55,322.75,CUST-1143
ORD-102071,2024-10-15,Bluetooth Speaker,Electronics,South,Online,2,68.81,137.62,CUST-1093
ORD-102072,2024-09-05,Perfume,Beauty & Personal Care,East,Wholesale,33,73.24,2416.92,CUST-1357
ORD-102073,2025-04-04,Fitness Tracker,Sports & Outdoors,East,Affiliate,2,73.05,146.1,CUST-1196
ORD-102074,2024-09-18,Skincare Gift Set,Beauty & Personal Care,North,Online,4,48.22,192.88,CUST-1144
ORD-102075,2024-08-08,Self-Help Best Seller,Books & Stationery,South,In-Store,1,22.09,22.09,CUST-1152
ORD-102076,2024-08-26,Sci-Fi Novel,Books & Stationery,South,Online,3,16.19,48.57,CUST-1075
ORD-102077,2024-11-24,Skincare Gift Set,Beauty & Personal Care,East,In-Store,1,51.66,51.66,CUST-1045
ORD-102078,2024-08-06,Fountain Pen,Books & Stationery,South,In-Store,1,30.88,30.88,CUST-1277
ORD-102079,2024-01-16,Dumbbells,Sports & Outdoors,South,In-Store,1,39.63,39.63,CUST-1213
ORD-102080,2025-11-27,Smart TV,Electronics,West,Affiliate,2,630.19,1260.38,CUST-1227
ORD-102081,2025-09-23,Air Fryer,Home & Kitchen,East,Affiliate,2,111.19,222.38,CUST-1055
ORD-102082,2025-02-16,Leather Jacket,Fashion,West,Wholesale,56,131.89,7385.84,CUST-1221
ORD-102083,2025-12-08,Cookware Set,Home & Kitchen,North,In-Store,3,145.81,437.43,CUST-1073
ORD-102084,2024-04-11,Smart TV,Electronics,East,In-Store,1,643.88,643.88,CUST-1272
ORD-102085,2024-11-12,Cookware Set,Home & Kitchen,South,Online,1,122.63,122.63,CUST-1374
ORD-102086,2025-07-20,Water Bottle,Sports & Outdoors,East,Online,3,15.51,46.53,CUST-1106
ORD-102087,2025-02-03,Designer Jeans,Fashion,South,Online,1,80.25,80.25,CUST-1091
ORD-102088,2024-09-30,Skincare Gift Set,Beauty & Personal Care,North,Online,1,52.34,52.34,CUST-1283
ORD-102089,2025-08-21,Dumbbells,Sports & Outdoors,South,Online,1,58.28,58.28,CUST-1145
ORD-102090,2024-01-16,Smart TV,Electronics,West,Online,4,623.48,2493.92,CUST-1323
ORD-102091,2024-06-24,Coffee Maker,Home & Kitchen,South,Online,2,91.39,182.78,CUST-1117
ORD-102092,2026-03-04,Essential Oil Diffuser,Beauty & Personal Care,West,Wholesale,21,23.82,500.22,CUST-1255
ORD-102093,2024-12-07,Skincare Gift Set,Beauty & Personal Care,East,Wholesale,17,36.76,624.92,CUST-1284
ORD-102094,2025-03-25,Yoga Mat,Sports & Outdoors,South,Online,2,27.2,54.4,CUST-1363
ORD-102095,2024-02-23,Perfume,Beauty & Personal Care,North,Online,1,86.82,86.82,CUST-1009
ORD-102096,2024-12-23,Winter Coat,Fashion,East,Online,2,147.68,295.36,CUST-1034
ORD-102097,2024-07-18,Smartwatch,Electronics,West,Online,2,245.55,491.1,CUST-1053
ORD-102098,2024-10-03,Coffee Maker,Home & Kitchen,South,In-Store,5,98.66,493.3,CUST-1333
ORD-102099,2024-10-30,Bluetooth Speaker,Electronics,East,Affiliate,1,60.69,60.69,CUST-1069
ORD-102100,2026-02-03,Running Shoes,Fashion,East,Online,2,105.11,210.22,CUST-1182
ORD-102101,2024-12-30,Sci-Fi Novel,Books & Stationery,North,Online,1,14.97,14.97,CUST-1204
ORD-102102,2025-05-13,Designer Jeans,Fashion,North,Affiliate,2,95.71,191.42,CUST-1038
ORD-102103,2025-09-25,Running Shoes,Fashion,East,In-Store,2,98.68,197.36,CUST-1024
ORD-102104,2025-03-04,Camping Tent,Sports & Outdoors,South,Online,1,130.62,130.62,CUST-1145
ORD-102105,2025-09-06,Cookware Set,Home & Kitchen,South,Online,3,122.93,368.79,CUST-1312
ORD-102106,2025-12-28,Makeup Kit,Beauty & Personal Care,West,In-Store,2,58.11,116.22,CUST-1358
ORD-102107,2025-11-01,Water Bottle,Sports & Outdoors,East,In-Store,1,21.14,21.14,CUST-1344
ORD-102108,2024-08-28,Hair Dryer,Beauty & Personal Care,West,Online,1,65.79,65.79,CUST-1222
ORD-102109,2026-03-14,Water Bottle,Sports & Outdoors,North,Affiliate,5,21.38,106.9,CUST-1023
ORD-102110,2024-05-19,Sci-Fi Novel,Books & Stationery,East,Online,2,16.26,32.52,CUST-1052
ORD-102111,2026-02-26,Camping Tent,Sports & Outdoors,North,In-Store,2,187.69,375.38,CUST-1068
ORD-102112,2026-02-12,Air Fryer,Home & Kitchen,South,Online,1,118.63,118.63,CUST-1120
ORD-102113,2024-04-16,Hiking Backpack,Sports & Outdoors,East,Online,2,85.5,171.0,CUST-1173
ORD-102114,2024-12-19,Coffee Maker,Home & Kitchen,East,Online,2,95.99,191.98,CUST-1083
ORD-102115,2025-10-06,Smartphone,Electronics,South,In-Store,1,715.54,715.54,CUST-1274
ORD-102116,2024-12-23,Ergonomic Chair,Home & Kitchen,South,Online,3,198.1,594.3,CUST-1272
ORD-102117,2024-06-04,Yoga Mat,Sports & Outdoors,,In-Store,1,39.45,39.45,CUST-1394
ORD-102118,2026-03-11,Skincare Gift Set,Beauty & Personal Care,West,In-Store,5,48.02,240.1,CUST-1256
ORD-102119,2025-05-30,Wireless Headphones,Electronics,East,In-Store,4,146.93,587.72,CUST-1173
ORD-102120,2024-11-20,Air Fryer,Home & Kitchen,West,Online,1,99.54,99.54,CUST-1239
ORD-102121,2026-01-07,Leather Jacket,Fashion,North,In-Store,1,166.79,166.79,CUST-1362
ORD-102122,2026-05-23,Smartphone,Electronics,North,Online,2,702.15,1404.3,CUST-1006
ORD-102123,2025-09-16,Smartphone,Electronics,South,Affiliate,1,789.24,789.24,CUST-1101
ORD-102124,2025-05-25,Designer Jeans,Fashion,North,Affiliate,2,98.74,197.48,CUST-1193
ORD-102125,2025-04-17,Makeup Kit,Beauty & Personal Care,South,Online,1,52.75,52.75,CUST-1141
ORD-102126,2026-01-29,Running Shoes,Fashion,East,Online,2,108.84,217.68,CUST-1140
ORD-102127,2024-12-17,Leather Journal,Books & Stationery,East,Online,1,22.13,22.13,CUST-1251
ORD-102128,2026-03-14,Leather Journal,Books & Stationery,South,Online,3,28.42,85.26,CUST-1324
ORD-102129,2024-08-25,Essential Oil Diffuser,Beauty & Personal Care,West,Online,3,31.23,93.69,CUST-1399
ORD-102130,2025-11-27,Cookware Set,Home & Kitchen,West,Online,4,157.03,628.12,CUST-1283
ORD-102131,2025-04-24,Wireless Headphones,Electronics,North,Online,1,148.04,148.04,CUST-1359
ORD-102132,2024-02-02,Bluetooth Speaker,Electronics,South,In-Store,1,65.82,65.82,CUST-1073
ORD-102133,2025-02-09,Blender,Home & Kitchen,East,In-Store,2,53.05,106.1,CUST-1160
ORD-102134,2024-10-08,Ergonomic Chair,Home & Kitchen,East,Online,1,195.49,195.49,CUST-1078
ORD-102135,2025-10-31,Blender,Home & Kitchen,West,Online,1,53.02,53.02,CUST-1111
ORD-102136,2025-05-11,Winter Coat,Fashion,West,In-Store,1,165.46,165.46,CUST-1215
ORD-102137,2026-03-26,Leather Journal,Books & Stationery,South,In-Store,3,20.4,61.2,CUST-1360
ORD-102138,2025-08-06,Robotic Vacuum,Home & Kitchen,West,Online,4,297.84,1191.36,CUST-1237
ORD-102139,2025-11-08,Laptop,Electronics,North,Affiliate,1,946.77,946.77,CUST-1154
ORD-102140,2024-06-16,Laptop,Electronics,South,Wholesale,32,807.57,25842.24,CUST-1327
ORD-102141,2024-12-10,Makeup Kit,Beauty & Personal Care,West,Wholesale,58,51.04,2960.32,CUST-1022
ORD-102142,2025-12-30,Designer Jeans,Fashion,East,In-Store,2,94.81,189.62,CUST-1377
ORD-102143,2025-07-03,Winter Coat,Fashion,East,In-Store,2,139.2,278.4,CUST-1314
ORD-102144,2025-06-08,Designer Jeans,Fashion,East,In-Store,3,87.74,263.22,CUST-1105
ORD-102145,2024-04-29,Running Shoes,Fashion,North,Online,2,106.2,212.4,CUST-1061
ORD-102146,2024-04-28,Perfume,Beauty & Personal Care,East,Wholesale,33,52.47,1731.51,CUST-1066
ORD-102147,2025-01-03,Hair Dryer,Beauty & Personal Care,East,,1,56.93,56.93,CUST-1087
ORD-102148,2025-08-23,Smartphone,Electronics,South,In-Store,1,746.51,746.51,CUST-1291
ORD-102149,2026-01-14,Hiking Backpack,Sports & Outdoors,South,In-Store,1,71.83,71.83,CUST-1113
ORD-102150,2025-07-28,Dumbbells,Sports & Outdoors,East,In-Store,4,56.34,225.36,CUST-1036
ORD-102151,2025-12-15,Desk Organizer,Books & Stationery,East,In-Store,2,30.46,60.92,CUST-1045
ORD-102152,2024-06-16,Desk Organizer,Books & Stationery,East,Online,4,32.43,129.72,CUST-1021
ORD-102153,2024-08-19,Winter Coat,Fashion,North,Online,1,149.71,149.71,CUST-1064
ORD-102154,2026-04-15,Makeup Kit,Beauty & Personal Care,West,Online,3,50.05,150.15,CUST-1173
ORD-102155,2025-03-16,Self-Help Best Seller,Books & Stationery,North,Affiliate,3,19.11,57.33,CUST-1165
ORD-102156,2025-11-02,Essential Oil Diffuser,Beauty & Personal Care,South,Affiliate,1,26.95,26.95,CUST-1082
ORD-102157,2026-02-15,Hiking Backpack,Sports & Outdoors,North,Online,1,77.56,77.56,CUST-1088
ORD-102158,2024-11-28,Yoga Mat,Sports & Outdoors,West,Online,1,28.11,28.11,CUST-1043
ORD-102159,2026-02-01,Leather Journal,Books & Stationery,North,Online,1,20.03,20.03,CUST-1344
ORD-102160,2025-05-27,Coffee Maker,Home & Kitchen,East,Affiliate,2,89.24,178.48,CUST-1140
ORD-102161,2024-09-12,Casual T-Shirt,Fashion,East,Affiliate,3,26.8,80.4,CUST-1056
ORD-102162,2025-05-12,Hair Dryer,Beauty & Personal Care,East,Online,2,59.26,118.52,CUST-1201
ORD-102163,2024-06-27,Fitness Tracker,Sports & Outdoors,East,In-Store,2,77.79,155.58,CUST-1147
ORD-102164,2026-02-19,Essential Oil Diffuser,Beauty & Personal Care,West,Online,4,33.83,135.32,CUST-1053
ORD-102165,2024-02-06,Makeup Kit,Beauty & Personal Care,West,Online,3,51.06,153.18,CUST-1022
ORD-102166,2025-05-17,Yoga Mat,Sports & Outdoors,East,Online,4,28.06,112.24,CUST-1038
ORD-102167,2025-12-29,Cookware Set,Home & Kitchen,East,Online,3,125.72,377.16,CUST-1294
ORD-102168,2024-04-20,Fountain Pen,Books & Stationery,East,Affiliate,1,30.83,30.83,CUST-1349
ORD-102169,2026-04-03,Ergonomic Chair,Home & Kitchen,South,Online,4,204.48,817.92,CUST-1158
ORD-102170,2026-03-08,Laptop,Electronics,South,In-Store,2,946.21,1892.42,CUST-1053
ORD-102171,2024-01-09,Essential Oil Diffuser,Beauty & Personal Care,South,Affiliate,1,28.01,28.01,CUST-1082
ORD-102172,2025-02-18,Sci-Fi Novel,Books & Stationery,West,Online,2,18.57,37.14,CUST-1336
ORD-102173,2026-03-12,Self-Help Best Seller,Books & Stationery,East,In-Store,1,17.27,17.27,CUST-1053
ORD-102174,2024-02-24,Essential Oil Diffuser,Beauty & Personal Care,West,Online,1,31.97,31.97,CUST-1053
ORD-102175,2024-05-25,Smartwatch,Electronics,East,Online,4,202.2,808.8,CUST-1072
ORD-102176,2026-03-25,Desk Organizer,Books & Stationery,West,Online,2,24.99,49.98,CUST-1019
ORD-102177,2024-10-25,Winter Coat,Fashion,North,Wholesale,57,113.51,6470.07,CUST-1104
ORD-102178,2024-03-11,Wireless Headphones,Electronics,West,Online,1,137.85,137.85,CUST-1205
ORD-102179,2024-09-20,Designer Jeans,Fashion,North,Online,3,92.0,276.0,CUST-1094
ORD-102180,2026-02-08,Self-Help Best Seller,Books & Stationery,East,In-Store,2,19.31,38.62,CUST-1156
ORD-102181,2025-06-22,Hiking Backpack,Sports & Outdoors,West,Online,2,72.86,145.72,CUST-1330
ORD-102182,2025-01-26,Leather Journal,Books & Stationery,North,In-Store,2,28.36,56.72,CUST-1125
ORD-102183,2025-08-14,Smartwatch,Electronics,North,Online,1,244.19,244.19,CUST-1006
ORD-102184,2024-01-11,Perfume,Beauty & Personal Care,South,Online,1,73.61,73.61,CUST-1096
ORD-102185,2024-01-24,Wireless Headphones,Electronics,West,In-Store,4,148.33,593.32,CUST-1028
ORD-102186,2024-02-19,Leather Jacket,Fashion,East,In-Store,2,186.63,373.26,CUST-1326
ORD-102187,2024-12-01,Laptop,Electronics,West,Affiliate,2,945.84,1891.68,CUST-1092
ORD-102188,2025-05-29,Winter Coat,Fashion,,In-Store,2,136.58,273.16,CUST-1360
ORD-102189,2024-09-18,Winter Coat,Fashion,West,Wholesale,39,140.08,5463.12,CUST-1090
ORD-102190,2025-08-22,Casual T-Shirt,Fashion,West,Wholesale,47,22.16,1041.52,CUST-1213
ORD-102191,2025-03-22,Wireless Headphones,Electronics,West,Online,4,135.54,542.16,CUST-1053
ORD-102192,2025-08-21,Robotic Vacuum,Home & Kitchen,West,In-Store,1,264.88,264.88,CUST-1227
ORD-102193,2026-04-12,Perfume,Beauty & Personal Care,East,Affiliate,2,86.75,173.5,CUST-1302
ORD-102194,2025-02-14,Sci-Fi Novel,Books & Stationery,West,Online,1,15.77,15.77,CUST-1250
ORD-102195,2025-09-29,Smart TV,Electronics,North,Online,2,626.52,1253.04,CUST-1102
ORD-102196,2026-04-15,Running Shoes,Fashion,North,Online,1,93.45,93.45,CUST-1082
ORD-102197,2026-03-19,Sunglasses,Fashion,West,Online,1,67.63,67.63,CUST-1107
ORD-102198,2024-11-11,Hair Dryer,Beauty & Personal Care,East,Online,1,51.41,51.41,CUST-1139
ORD-102199,2024-03-02,Sunglasses,Fashion,West,In-Store,1,77.22,77.22,CUST-1300
ORD-102200,2025-02-04,Yoga Mat,Sports & Outdoors,North,Online,2,27.7,55.4,CUST-1218
ORD-102201,2024-11-14,Perfume,Beauty & Personal Care,South,In-Store,2,61.11,122.22,CUST-1132
ORD-102202,2025-09-01,Winter Coat,Fashion,West,Online,1,156.5,156.5,CUST-1281
ORD-102203,2025-06-13,Sunglasses,Fashion,West,Online,2,55.86,111.72,CUST-1326
ORD-102204,2025-07-30,Sunglasses,Fashion,North,In-Store,1,63.84,63.84,CUST-1357
ORD-102205,2025-10-29,Perfume,Beauty & Personal Care,South,Wholesale,59,66.78,3940.02,CUST-1178
ORD-102206,2024-12-21,Perfume,Beauty & Personal Care,West,Affiliate,1,86.37,86.37,CUST-1152
ORD-102207,2024-08-06,Robotic Vacuum,Home & Kitchen,South,Online,2,274.67,549.34,CUST-1064
ORD-102208,2024-03-22,Yoga Mat,Sports & Outdoors,East,In-Store,2,28.77,57.54,CUST-1276
ORD-102209,2024-11-28,Self-Help Best Seller,Books & Stationery,South,Online,4,19.36,77.44,CUST-1204
ORD-102210,2026-05-27,Makeup Kit,Beauty & Personal Care,North,Online,4,52.68,210.72,CUST-1309
ORD-102211,2026-03-18,Sunglasses,Fashion,South,In-Store,2,51.78,103.56,CUST-1093
